date,model01,model02,model03,model04,model05,model06,model07,model08,model09,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,RF,recession,zeros,ModelNum
,historical mean as far back as data allows,historical mean using last five years,E/P minus nominal 10yr yield,Shiller: 1/CAPE minus nominal 10yr yield,E/P minus real 10yr yield,expected E/P minus real 10yr yield,expected E/P minus nominal 10yr yield,Two-stage DDM,6 stage DDM by Damodaran,6 stage free cash flow DDM by Damodaran,fama-french,fama-french and momentum,"fama-french, momentum and inflation","Adrian, Crump, and Moench",Time-series predictor is D/P,Best predictor in Goyal and Welch,Best predictor in Campbell and Thompson,Best predictor in Fama French 2002,Baker Wurgler sentiment measure,Duke survey of CFOs,,,,
01-Jan-1960,12.05,17.24,,,,,,,,,15.19,15.69,15.81,,6.6,13.24,13.71,,,,,-100,0,8
01-Feb-1960,12.11,17.81,,,,,,,,,15.15,15.65,15.77,,6.37,9.88,13.43,,,,,-100,0,8
01-Mar-1960,12.16,18.28,,,,,,,,,15.1,15.6,15.73,,6.29,28.94,13.49,,,,,-100,0,8
01-Apr-1960,12.22,18.72,,,,,,,,,15.04,15.54,15.66,,5.83,23.78,13.12,,,,,-100,0,8
01-May-1960,12.27,19.01,,,,,,,,,14.98,15.48,15.6,,5.74,28.39,13.21,,,,,100,0,8
01-Jun-1960,12.33,19.2,,,,,,,,,14.94,15.43,15.55,,4.97,19.67,12.02,,,,,100,0,8
01-Jul-1960,12.37,19.23,,,,,,,,,14.88,15.37,15.49,,4.41,28.88,11.12,,,,,100,0,8
01-Aug-1960,12.41,19.24,,,,,,,,,14.84,15.32,15.44,,3.82,16.77,10.19,,,,,100,0,8
01-Sep-1960,12.44,19.12,,,,,,,,,14.8,15.27,15.39,,3.21,12.41,8.46,,,,,100,0,8
01-Oct-1960,12.45,18.72,,,,,,,,,14.74,15.21,15.33,,2.8,15.16,7.31,,,,,100,0,8
01-Nov-1960,12.45,18.26,,,,,,,,,14.7,15.16,15.28,,2.13,25.9,5.43,,,,,100,0,8
01-Dec-1960,12.44,17.73,,,,,,,,,14.66,15.12,15.24,,1.71,20.95,4.15,,,,,100,0,8
01-Jan-1961,12.44,17.15,,,,,,,,,14.66,15.11,15.23,,1.52,13.57,3.07,,,,,100,0,8
01-Feb-1961,12.42,16.49,,,,,,,,,14.67,15.12,15.24,,0.96,13.71,1.2,,,,,100,0,8
01-Mar-1961,12.4,15.77,,,,,,,,,14.7,15.15,15.27,,1.29,18.74,1.87,,,,,-100,0,8
01-Apr-1961,12.37,15.06,,,,,,,,,14.74,15.18,15.3,,0.92,17.36,0.53,,,,,-100,0,8
01-May-1961,12.33,14.37,,,,,,,,,14.79,15.21,15.33,,0.69,19.55,-0.17,,,,,-100,0,8
01-Jun-1961,12.29,13.74,,,,,,,,,14.81,15.22,15.34,,0.48,21.03,-0.97,,,,,-100,0,8
01-Jul-1961,12.26,13.07,,,,,,,,,14.84,15.25,15.37,,0.68,13.4,-0.23,,,,2.9,-100,0,9
01-Aug-1961,12.22,12.24,,,,,,,,,14.86,15.27,15.39,,0.07,7.45,-2.19,,,,2.84,-100,0,9
01-Sep-1961,12.18,11.5,,,,,,,,,14.9,15.31,15.43,,0.19,8.07,-1.8,,,,3.04,-100,0,9
01-Oct-1961,12.15,10.72,,,,,,,,,14.95,15.36,15.48,,0.89,9.59,0.71,,,,2.94,-100,0,9
01-Nov-1961,12.11,10.09,,,,,,,,,15,15.41,15.53,,0.93,4.52,1,,,,2.93,-100,0,9
01-Dec-1961,12.07,9.45,,,,,,,2.92,2.92,15.03,15.44,15.55,,0.91,3.26,0.84,,,,3.03,-100,0,11
01-Jan-1962,12.04,8.88,1.38,1.31,,,,-0.25,,,15.03,15.43,15.55,,0.42,3.84,-0.85,,,,3.14,-100,0,12
01-Feb-1962,12.02,8.52,1.16,1.2,,,,-0.29,,,15.03,15.42,15.54,,0.8,10.26,0.04,,,,3.19,-100,0,12
01-Mar-1962,12.02,8.36,1.05,1.18,,,,-0.22,,,15.01,15.4,15.52,,1.89,12.58,2.48,,,,3.01,-100,0,12
01-Apr-1962,12.04,8.14,0.83,1.05,,,,-0.26,,,14.97,15.36,15.48,,2.58,11.03,3.32,,,,2.89,-100,0,12
01-May-1962,12.05,7.98,0.72,0.95,,,,-0.32,,,14.9,15.29,15.41,,2.78,32.64,2.94,,,,2.92,-100,0,12
01-Jun-1962,12.08,7.92,0.65,0.92,,,,-0.39,,,14.83,15.21,15.33,,3.08,12,3.53,,,,2.85,-100,0,12
01-Jul-1962,12.08,7.89,0.59,0.92,,,,-0.39,,,14.76,15.14,15.25,,2.53,6.5,1.88,,,,3.06,-100,0,12
01-Aug-1962,12.1,7.94,0.52,0.82,,,,-0.33,,,14.69,15.06,15.18,,3.1,12.52,3.27,,,,3.11,-100,0,12
01-Sep-1962,12.12,8.04,0.58,0.89,,,,-0.26,,,14.62,14.98,15.1,,2.98,11.03,2.73,,,,2.98,-100,0,12
01-Oct-1962,12.15,8.32,0.57,0.86,,,,-0.2,,,14.53,14.9,15.01,,3.63,18.88,4.37,,,,2.84,-100,0,12
01-Nov-1962,12.18,8.6,0.44,0.65,,,,-0.21,,,14.47,14.82,14.94,,4.11,15.23,5.77,,,,2.86,-100,0,12
01-Dec-1962,12.22,9.03,0.53,0.69,,,,-0.09,3.56,3.56,14.4,14.75,14.87,,3.66,12.56,4.24,,,,2.97,-100,0,14
01-Jan-1963,12.25,9.43,0.75,0.85,,,,0.01,,,14.36,14.7,14.82,,3.37,17.02,3.1,,,,3.02,-100,0,12
01-Feb-1963,12.26,9.63,0.69,0.72,,,,-0.02,,,14.3,14.64,14.76,,2.61,12.16,0.48,,,,2.87,-100,0,12
01-Mar-1963,12.27,9.87,0.76,0.71,,,,0.02,,,14.26,14.6,14.71,,2.02,8.78,-1.69,,,,2.84,-100,0,12
01-Apr-1963,12.26,10.14,1,0.89,,,,0.11,,,14.24,14.58,14.69,,1.58,14.14,-3.4,,,,2.98,-100,0,12
01-May-1963,12.24,10.29,1.44,1.28,,,,0.28,,,14.25,14.59,14.7,,1.18,16.07,-4.92,,,,2.95,-100,0,12
01-Jun-1963,12.2,10.17,2.18,1.94,,,,0.54,,,14.29,14.62,14.74,,0.99,7.56,-5.55,,,,3.03,-100,0,12
01-Jul-1963,12.14,9.85,2.09,1.83,,,,0.5,,,14.31,14.64,14.75,,1.07,4.5,-4.84,,,,3.06,-100,0,12
01-Aug-1963,12.08,9.62,1.94,1.67,,,,0.43,,,14.34,14.67,14.78,,1.02,0.63,-4.35,,,,3.26,-100,0,12
01-Sep-1963,12.02,9.45,1.98,1.7,,,,0.47,,,14.37,14.7,14.82,,0.45,-1.26,-6.74,,,,3.42,-100,0,12
01-Oct-1963,11.96,9.3,2.13,1.82,,,,0.55,,,14.42,14.75,14.86,,0.52,13.33,-6.1,,,,3.38,-100,0,12
01-Nov-1963,11.89,9.16,1.88,1.52,,,,0.55,,,14.43,14.75,14.87,,0.28,1.13,-6.82,,,,3.52,-100,0,12
01-Dec-1963,11.83,9.07,1.64,1.24,,,,0.48,3.38,3.38,14.44,14.76,14.87,,-0.32,-5.26,-9.63,,,,3.54,-100,0,14
01-Jan-1964,11.78,9.04,1.49,1.04,,,,0.45,,,14.45,14.76,14.88,,-0.4,-2.08,-10.19,,,,3.62,-100,0,12
01-Feb-1964,11.74,9.07,1.41,0.96,,,,0.46,,,14.47,14.78,14.89,,0.26,1.95,-7.68,-5.58,,,3.52,-100,0,13
01-Mar-1964,11.7,9.02,1.4,0.95,,,,0.5,,,14.48,14.79,14.9,,0.03,1.83,-8.41,-4.7,,,3.65,-100,0,13
01-Apr-1964,11.66,8.94,1.18,0.74,,,,0.5,,,14.48,14.78,14.9,,0.02,-6.31,-8.37,-4.89,,,3.76,-100,0,13
01-May-1964,11.63,9.03,1.16,0.69,,,,0.58,,,14.48,14.78,14.89,,0.57,7.91,-6,-0.7,,,3.62,-100,0,13
01-Jun-1964,11.63,9.29,1.27,0.76,,,,0.69,,,14.49,14.78,14.9,,1.92,-5.03,-1.31,6.48,,,3.62,-100,0,13
01-Jul-1964,11.67,9.8,1.37,0.82,,,,0.75,,,14.51,14.8,14.91,,4.3,-1.88,5.42,16.94,,,3.54,-100,0,13
01-Aug-1964,11.69,10.21,1.26,0.67,,,,0.72,,,14.5,14.79,14.91,,3.98,1.65,4.54,21.83,,,3.51,-100,0,13
01-Sep-1964,11.71,10.46,1.2,0.59,,,,0.72,,,14.51,14.8,14.91,,3.63,2.9,3.34,24.11,,,3.63,-100,0,13
01-Oct-1964,11.74,10.67,1.26,0.63,,,,0.75,,,14.52,14.8,14.92,,3.94,0.96,4.14,26.92,,,3.65,-100,0,13
01-Nov-1964,11.78,10.75,1.28,0.63,,,,0.75,,,14.53,14.81,14.92,,4.69,2.82,5.9,29.37,,,3.69,-100,0,13
01-Dec-1964,11.8,10.56,1.18,0.54,,,,0.67,3.31,3.31,14.53,14.81,14.92,11.42,3.71,8.04,2.71,28.56,,,3.96,-100,0,16
01-Jan-1965,11.81,10.3,1.07,0.43,,,,0.62,,,14.53,14.81,14.93,11.27,3.19,-0.05,0.66,27.16,,,3.75,-100,0,14
01-Feb-1965,11.83,9.98,1.04,0.36,,,,0.57,,,14.53,14.81,14.93,11.09,2.76,4.54,-1.21,26.01,,,3.81,-100,0,14
01-Mar-1965,11.84,9.71,1.04,0.31,,,,0.53,,,14.53,14.81,14.92,10.93,2.68,4.75,-1.73,25.34,,,3.92,-100,0,14
01-Apr-1965,11.85,9.47,1.02,0.25,,,,0.48,,,14.53,14.81,14.92,10.76,2.87,4.47,-1.11,25.03,,,3.85,-100,0,14
01-May-1965,11.86,9.15,1.01,0.2,,,,0.43,,,14.52,14.8,14.92,10.6,2.27,30.97,-3.47,24.61,,,3.83,-100,0,14
01-Jun-1965,11.87,8.84,1.13,0.28,,,,0.52,,,14.5,14.78,14.89,10.54,2.16,6.32,-4.38,24.2,,,3.86,-100,0,14
01-Jul-1965,11.87,8.6,0.98,0.13,,,,0.45,,,14.47,14.76,14.87,10.53,2.34,12.61,-3.92,23.73,,,3.78,-100,0,14
01-Aug-1965,11.89,8.42,1.07,0.14,,,,0.48,,,14.46,14.75,14.86,10.48,2.78,12.72,-2.63,23.94,,,3.8,-100,0,14
01-Sep-1965,11.9,8.26,0.95,0.02,,,,0.4,,,14.45,14.73,14.85,10.38,2.45,7.63,-3.94,23.51,,,3.93,-100,0,14
01-Oct-1965,11.9,8.21,0.86,-0.1,,,,0.34,,,14.44,14.73,14.84,10.25,2.16,6.73,-5.18,23.06,,,4.11,-100,0,14
01-Nov-1965,11.91,8.26,0.78,-0.17,,,,0.28,,,14.44,14.72,14.83,10.14,2.22,10.47,-4.86,22.73,,,4.12,-100,0,14
01-Dec-1965,11.92,8.38,0.74,-0.25,,,,0.2,3.32,3.32,14.44,14.72,14.83,9.99,2.53,4.43,-4.25,22.54,,,4.23,-100,0,16
01-Jan-1966,11.92,8.4,0.59,-0.39,,,,0.13,,,14.43,14.71,14.82,9.77,2.43,5.51,-5.02,21.91,,,4.73,-100,0,14
01-Feb-1966,11.92,8.51,0.27,-0.74,,,,-0.17,,,14.41,14.69,14.8,9.62,2.2,8.6,-6.51,21.35,,,4.66,-100,0,14
01-Mar-1966,11.91,8.65,0.63,-0.41,,,,0.21,,,14.39,14.67,14.78,9.56,2.18,10.57,-6.93,20.86,,,4.69,-100,0,14
01-Apr-1966,11.91,8.82,0.53,-0.52,,,,0.18,,,14.37,14.65,14.76,9.45,2.07,6.4,-7.71,20.35,,,4.6,-100,0,14
01-May-1966,11.9,8.99,0.5,-0.58,,,,0.21,,,14.34,14.62,14.73,9.44,2.01,7.67,-8.25,19.81,,,4.71,-100,0,14
01-Jun-1966,11.9,9.2,0.66,-0.5,,,,0.23,,,14.33,14.6,14.71,9.38,2.02,13.27,-8.51,19.3,,,4.9,-100,0,14
01-Jul-1966,11.88,9.27,0.65,-0.57,,,,0.21,,,14.3,14.57,14.68,9.25,2.21,8.52,-7.67,18.47,,,4.97,-100,0,14
01-Aug-1966,11.86,9.37,0.29,-0.95,,,,-0.11,,,14.24,14.52,14.62,9.22,1.81,5.28,-9.4,17.48,,,5.01,-100,0,14
01-Sep-1966,11.84,9.5,0.5,-0.74,,,,0.19,,,14.18,14.46,14.56,9.19,2.13,5.97,-8.41,16.84,4.09,,5.52,-100,0,15
01-Oct-1966,11.83,9.64,0.48,-0.76,,,,0.25,,,14.13,14.4,14.5,9.21,2.03,6.39,-8.92,16.33,4.37,,5.31,-100,0,15
01-Nov-1966,11.82,9.81,0.36,-0.94,,,,0.14,,,14.08,14.35,14.44,9.18,1.94,7.17,-9.61,15.85,6.12,,5.25,-100,0,15
01-Dec-1966,11.8,9.95,0.94,-0.42,,,,0.74,3.68,3.68,14.03,14.29,14.39,9.3,1.98,9.87,-9.5,15.34,6.61,,5.22,-100,0,17
01-Jan-1967,11.79,10.11,1.04,-0.36,,,,0.9,,,13.99,14.26,14.35,9.51,2.35,5.77,-8.14,14.94,7.27,,4.76,-100,0,15
01-Feb-1967,11.78,10.15,0.93,-0.5,,,,0.82,,,13.96,14.22,14.31,9.7,2.14,7.79,-9.33,14.49,6.8,,4.39,-100,0,15
01-Mar-1967,11.77,10.02,1.45,-0.08,,,,1.25,,,13.94,14.2,14.29,9.84,2.15,5.99,-9.46,13.95,5.46,,4.42,-100,0,15
01-Apr-1967,11.75,9.73,1.05,-0.45,,,,0.92,,,13.93,14.19,14.27,10.18,2.22,9.03,-9.07,13.13,5.39,,3.96,-100,0,15
01-May-1967,11.73,9.44,1.39,-0.23,,,,1.15,,,13.92,14.18,14.26,10.5,2.13,7.29,-9.38,12.48,4.61,,3.96,-100,0,15
01-Jun-1967,11.69,9.01,1.08,-0.58,,,,0.8,,,13.93,14.17,14.25,10.81,2,3.68,-10.07,11.46,1.82,,4.02,-100,0,15
01-Jul-1967,11.67,8.74,1.2,-0.48,,,,0.88,,,13.94,14.18,14.26,10.93,2.76,16.45,-6.65,10.77,0.47,,4.75,-100,0,15
01-Aug-1967,11.64,8.44,1.52,-0.25,,,,1.03,,,13.99,14.21,14.29,10.93,2.88,5.57,-6.39,10.13,-0.26,,4.89,-100,0,15
01-Sep-1967,11.6,7.96,1.75,-0.09,,,,1.12,,,14.04,14.25,14.33,10.94,2.65,4.29,-7.32,9.11,-4.05,,4.97,-100,0,15
01-Oct-1967,11.55,7.33,1.5,-0.33,,,,0.8,,,14.07,14.27,14.35,10.91,2.2,2.24,-9.16,7.84,-3.44,,5.09,-100,0,15
01-Nov-1967,11.49,6.6,1.08,-0.67,,,,0.47,,,14.09,14.29,14.37,10.98,1.88,7.36,-10.24,6.57,-6.14,,5.21,-100,0,15
01-Dec-1967,11.44,5.91,1.11,-0.63,,,,0.44,3.2,3.2,14.12,14.32,14.4,10.82,1.79,4.28,-10.64,5.57,-7.5,,5.48,-100,0,17
01-Jan-1968,11.39,5.26,1.03,-0.65,,,,0.37,,,14.11,14.31,14.39,10.65,1.89,2.69,-10.07,4.71,-8.99,,5.53,-100,0,15
01-Feb-1968,11.35,4.83,0.75,-0.81,,,,0.14,,,14.1,14.29,14.37,10.56,1.69,1.19,-10.99,4.01,-11.78,,5.1,-100,0,15
01-Mar-1968,11.31,4.5,0.37,-1.1,,,,-0.2,,,14.08,14.26,14.35,10.41,1.84,4.2,-10.05,3.55,-12.75,,5.22,-100,0,15
01-Apr-1968,11.29,4.34,0.25,-1.13,,,,-0.3,,,14.07,14.25,14.34,9.92,2.54,1.33,-7.22,3.39,-10.16,,5.24,-100,0,15
01-May-1968,11.26,4.25,-0.02,-1.3,,,,-0.54,,,14.08,14.26,14.34,9.26,2.19,4.56,-8.44,3.21,-8.48,,5.52,-100,0,15
01-Jun-1968,11.25,4.43,0.23,-1,,,,-0.32,,,14.08,14.26,14.34,8.53,3.1,3.78,-5.17,3.32,-7.06,,5.72,-100,0,15
01-Jul-1968,11.24,4.77,0.34,-0.8,,,,-0.15,,,14.06,14.24,14.32,8.11,3.33,4.9,-4.37,3.4,-5.97,,5.52,-100,0,15
01-Aug-1968,11.23,5.1,0.21,-0.88,,,,-0.25,,,14.05,14.23,14.31,7.84,3.48,2.64,-3.87,3.55,-4.72,,4.98,-100,0,15
01-Sep-1968,11.24,5.59,0.05,-0.99,,,,-0.39,,,14.05,14.22,14.3,7.56,4.65,3.81,-0.11,3.99,-2.59,,4.99,-100,0,15
01-Oct-1968,11.26,6.17,-0.07,-1.08,,,,-0.53,,,14.05,14.23,14.31,7.23,5.43,5.18,1.85,4.58,-0.36,,4.93,-100,0,15
01-Nov-1968,11.28,6.82,-0.05,-1.08,,,,-0.62,,,14.07,14.25,14.33,6.85,5.76,9.35,2.75,5.18,1.57,,5.14,-100,0,15
01-Dec-1968,11.28,7.28,-0.58,-1.56,,,,-1.07,3,3,14.08,14.25,14.33,6.45,4.9,9.8,0.58,5.46,3.31,,5.31,-100,0,17
01-Jan-1969,11.29,7.74,-0.58,-1.54,,,,-1.07,,,14.09,14.26,14.34,6.09,4.83,5.12,0.57,5.8,6.12,,5.97,-100,0,15
01-Feb-1969,11.29,8.01,-0.35,-1.36,,,,-0.97,,,14.09,14.26,14.34,5.67,4.2,8.75,-1.11,6,7.31,,5.91,-100,0,15
01-Mar-1969,11.27,8.13,-0.23,-1.28,,,,-0.94,,,14.1,14.27,14.35,5.35,3.71,6.47,-2.68,5.98,6.9,,6.32,-100,0,15
01-Apr-1969,11.24,8.19,-0.51,-1.5,,,,-1.04,,,14.09,14.26,14.34,5.15,3.38,12,-3.59,5.87,5.08,,6.09,-100,0,15
01-May-1969,11.23,8.22,-0.96,-1.94,,,,-1.45,,,14.08,14.24,14.32,5.04,3.17,8.94,-4.16,5.9,4.59,,6.04,-100,0,15
01-Jun-1969,11.21,8.08,-1.23,-2.19,,,,-1.69,,,14.05,14.21,14.29,4.92,2.91,7.36,-4.76,5.97,4.68,,6.52,-100,0,15
01-Jul-1969,11.2,7.77,-1.11,-2.06,,,,-1.61,,,14.01,14.17,14.24,4.65,3.11,7.31,-3.72,6.12,5.31,,7.48,-100,0,15
01-Aug-1969,11.19,7.5,-1.12,-2.1,,,,-1.71,,,13.97,14.13,14.2,4.29,2.87,8.01,-4.29,6.24,5.89,,7.44,-100,0,15
01-Sep-1969,11.17,7.16,-1.95,-2.9,,,,-2.46,,,13.92,14.08,14.15,4.01,2.66,13.4,-4.81,6.29,5.62,,7.47,-100,0,15
01-Oct-1969,11.15,6.79,-1.49,-2.4,,,,-1.94,,,13.89,14.04,14.11,3.82,2.5,12.17,0,6.39,5.41,,7.82,-100,0,15
01-Nov-1969,11.14,6.38,-1.89,-2.78,,,,-2.32,,,13.83,13.98,14.05,3.58,2.57,11.6,0,6.51,6.11,,7.41,-100,0,15
01-Dec-1969,11.14,6.21,-2.5,-3.39,,,,-2.94,3.74,3.74,13.78,13.92,14,3.43,3.06,12.48,0,6.7,6.96,,7.73,-100,0,17
01-Jan-1970,11.14,6.04,-2.1,-3.03,,,,-2.7,,,13.71,13.85,13.93,3.28,2.68,10.96,0,6.85,8.42,,8.2,100,0,15
01-Feb-1970,11.12,5.82,-1.21,-2.11,,,,-1.85,,,13.67,13.8,13.88,3.34,2.72,10.2,0,6.95,7.44,,8.03,100,0,15
01-Mar-1970,11.11,5.67,-1.24,-2.13,,,,-1.98,,,13.62,13.75,13.82,3.43,3.47,18.56,0,7.11,7.29,,6.88,100,0,15
01-Apr-1970,11.11,5.47,-2.07,-2.92,,,,-2.8,,,13.55,13.67,13.75,3.71,3.82,16.49,0.62,7.26,7.51,,6.66,100,0,15
01-May-1970,11.09,5.24,-2.38,-3.18,,,,-3.04,,,13.47,13.59,13.66,4.15,2.8,13.51,0,7.33,7.34,,7.52,100,0,15
01-Jun-1970,11.07,5.05,-1.8,-2.61,,,,-2.64,,,13.39,13.5,13.58,4.66,2.54,-3.43,0,7.39,7.2,,7.42,100,0,15
01-Jul-1970,11.04,4.73,-1.21,-2.03,,,,-2.22,,,13.34,13.44,13.52,5.3,2.2,-4.34,0,7.33,5.57,,7.18,100,0,15
01-Aug-1970,11,4.25,-1.27,-2.06,,,,-2.32,,,13.28,13.38,13.46,5.9,2.24,-3.76,0,7.2,3.77,,6.92,100,0,15
01-Sep-1970,10.97,3.88,-1.08,-1.85,,,,-2.15,,,13.24,13.34,13.41,6.49,2.57,-2.29,0,7.08,2.6,,6.75,100,0,15
01-Oct-1970,10.93,3.48,-1.16,-1.91,,,,-2.27,,,13.18,13.28,13.35,7.09,2.13,-3.64,0,6.91,1.27,,6.49,100,0,15
01-Nov-1970,10.89,3.04,-0.41,-1.07,,,,-1.5,,,13.14,13.23,13.31,7.95,1.79,-4.46,-4.46,6.71,0.21,,6.27,100,0,15
01-Dec-1970,10.84,2.57,-0.12,-0.73,,,,-1.42,3.41,3.41,13.11,13.21,13.28,8.83,1.58,-4.96,-4.96,6.48,-0.89,,5.04,-100,0,17
01-Jan-1971,10.79,2.08,0.31,-0.24,,,,-1.05,,,13.11,13.21,13.28,9.78,1.41,-5.23,-5.23,6.14,-2.44,,5,-100,0,15
01-Feb-1971,10.74,1.65,0.43,-0.03,,,,-1.07,,,13.1,13.2,13.28,10.66,2.01,-2.64,-2.64,5.84,-2.95,,4.18,-100,0,15
01-Mar-1971,10.69,1.2,0.88,0.52,,,,-0.58,,,13.11,13.21,13.28,11.44,2.05,-1.97,-1.97,5.49,-2.53,,3.67,-100,0,15
01-Apr-1971,10.65,0.83,0.47,0.22,,,,-1.11,,,13.15,13.25,13.32,11.87,2.37,-0.32,-0.32,5.19,-3.11,,3.86,-100,0,15
01-May-1971,10.59,0.41,0.97,0.77,,,,-1.12,,,13.2,13.3,13.38,12.13,2.04,-0.93,-0.93,4.8,-3.35,,4.72,-100,0,15
01-Jun-1971,10.52,-0.22,0.65,0.55,,,,-1.5,,,13.27,13.37,13.44,12.15,1.48,-2.38,-2.38,4.15,-3.56,,4.99,-100,0,15
01-Jul-1971,10.45,-0.72,0.44,0.44,,,,-1.74,,,13.3,13.41,13.48,11.93,2.24,0.65,0.65,3.56,-3.16,,5.99,-100,0,15
01-Aug-1971,10.39,-1.08,0.74,0.81,,,,-1.33,,,13.34,13.44,13.51,11.91,2.94,3.15,3.15,3.02,-3.57,,6.07,-100,0,15
01-Sep-1971,10.34,-1.45,0.56,0.74,,,,-1.31,,,13.35,13.46,13.53,11.9,2.99,3.72,3.72,2.51,-3.2,,5.22,-100,0,15
01-Oct-1971,10.29,-1.77,0.48,0.77,,,,-1.33,,,13.37,13.47,13.54,11.97,2.91,3.75,3.75,2.1,-3.35,,5.12,-100,0,15
01-Nov-1971,10.25,-2.07,0.34,0.76,,,,-1.49,,,13.37,13.47,13.54,12.03,2.72,3.59,3.59,1.7,-2.91,,4.36,-100,0,15
01-Dec-1971,10.21,-2.39,-0.11,0.41,,,,-1.64,3.09,3.09,13.38,13.48,13.55,12.08,2.56,3.57,3.57,1.26,-2.46,,4.63,-100,0,17
01-Jan-1972,10.19,-2.54,-0.6,-0.02,,,,-1.91,,,13.38,13.48,13.55,12.22,3.49,6.34,6.34,1.1,-2.36,,4.35,-100,0,15
01-Feb-1972,10.17,-2.6,-0.73,-0.17,,,,-1.93,,,13.38,13.49,13.56,12.23,3.67,6.93,6.93,1.07,-2.34,,4.29,-100,0,15
01-Mar-1972,10.18,-2.5,-0.91,-0.37,,,,-2.05,,,13.37,13.49,13.55,11.98,4.34,8.73,8.73,1.26,-1.46,,4.17,-100,0,15
01-Apr-1972,10.18,-2.31,-1.07,-0.56,,,,-2.12,,,13.36,13.48,13.54,11.95,4.08,8.34,8.34,1.5,-0.53,,5.02,-100,0,15
01-May-1972,10.2,-2.02,-0.88,-0.36,,,,-2,,,13.36,13.48,13.54,11.97,4.7,10.01,10.01,1.97,0.82,,4.52,-100,0,15
01-Jun-1972,10.24,-1.4,-0.85,-0.3,,,,-2.04,,,13.35,13.47,13.54,12.07,7.2,14.78,14.78,2.87,1.97,,4.66,-100,0,15
01-Jul-1972,10.28,-0.87,-0.75,-0.2,,,,-1.98,,,13.34,13.47,13.54,12.36,7.4,15.28,15.28,3.73,2.91,,5.08,-100,0,15
01-Aug-1972,10.31,-0.37,-0.91,-0.37,,,,-2.22,,,13.33,13.47,13.54,12.41,7.43,15.5,15.5,4.58,3.46,,4.78,-100,0,15
01-Sep-1972,10.34,0.17,-1.11,-0.61,,,,-2.34,,,13.32,13.47,13.53,12.29,6.9,14.58,14.58,5.24,4.08,,5.3,-100,0,15
