date,model01,model02,model03,model04,model05,model06,model07,model08,model09,model10,model11,model12,model13,model14,model15,model16,model17,model18,model19,model20,RF,recession,zeros,ModelNum
01-Oct-1972,10.36,0.74,-0.83,-0.32,,,,-2.1,,,13.32,13.48,13.54,12.05,5.8,12.73,12.73,5.75,4.17,,5.44,-100,0,15
01-Nov-1972,10.37,1.26,-0.33,0.11,,,,-1.8,,,13.34,13.51,13.57,11.54,5.44,14.73,14.73,6.1,5.12,,5.42,-100,0,15
01-Dec-1972,10.36,1.63,-0.75,-0.39,,,,-2.01,2.72,2.72,13.33,13.51,13.58,10.96,5.37,9.58,9.58,6.27,5.65,,5.33,-100,0,17
01-Jan-1973,10.36,1.99,-1.02,-0.75,,,,-2.19,,,13.31,13.51,13.57,10.11,4.09,9.78,9.78,6.45,5.72,,5.66,-100,0,15
01-Feb-1973,10.36,2.32,-1.19,-0.91,,,,-2.29,,,13.28,13.49,13.55,9.23,3.38,8.21,8.21,6.62,5.55,,6.21,-100,0,15
01-Mar-1973,10.35,2.55,-1.37,-1.11,,,,-2.38,,,13.25,13.46,13.52,8.46,2.72,6.12,6.12,6.72,5.71,,6.4,-100,0,15
01-Apr-1973,10.35,2.66,-1.36,-1.12,,,,-2.32,,,13.2,13.43,13.49,7.68,2.29,5.65,5.65,6.79,5.59,,6.99,-100,0,15
01-May-1973,10.34,2.76,-1.49,-1.27,,,,-2.47,,,13.16,13.38,13.44,6.92,1.74,12.39,12.39,6.76,5.42,,6.76,-100,0,15
01-Jun-1973,10.33,2.73,-1.46,-1.27,,,,-2.44,,,13.11,13.34,13.4,6.03,1.93,8.06,8.06,6.74,5.19,,7.07,-100,0,15
01-Jul-1973,10.32,2.75,-1.86,-1.68,,,,-2.86,,,13.08,13.32,13.37,4.92,2.22,9,9,6.79,4.92,,7.59,-100,0,15
01-Aug-1973,10.31,2.73,-1.82,-1.68,,,,-2.72,,,13.04,13.28,13.33,3.74,2.33,11.35,11.35,6.82,5.13,,8.63,-100,0,15
01-Sep-1973,10.31,2.66,-1.34,-1.22,,,,-2.28,,,13.01,13.25,13.3,2.79,2.62,9.39,9.39,7.05,5.13,,8.29,-100,0,15
01-Oct-1973,10.31,2.42,-1.11,-1.01,,,,-2.03,,,12.98,13.22,13.27,2.13,2.28,10.7,10.7,7.11,4.78,,7.3,-100,0,15
01-Nov-1973,10.3,2.2,-1.27,-1.24,,,,-2.07,,,12.92,13.16,13.21,1.51,2.62,11.03,11.03,7.25,4.99,,7.11,-100,0,15
01-Dec-1973,10.32,2.32,-1.52,-1.54,,,,-2.26,4.3,4.3,12.86,13.1,13.15,1.24,3.39,12.81,12.81,7.78,5.45,,7.18,100,0,17
01-Jan-1974,10.33,2.31,-1.58,-1.66,,,,-2.31,,,12.81,13.05,13.09,0.99,2.35,12.78,12.78,8.08,5.07,,7.2,100,0,15
01-Feb-1974,10.33,2.31,-1.28,-1.42,,,,-2.15,,,12.77,13,13.04,0.97,1.74,13.7,13.7,8.22,4.5,,6.8,100,0,15
01-Mar-1974,10.32,2.34,-1.47,-1.67,,,,-2.42,,,12.72,12.95,12.99,0.78,1.49,11.96,11.96,8.13,3.72,,7.08,100,0,15
01-Apr-1974,10.3,2.39,-1.49,-1.76,,,,-2.53,,,12.66,12.9,12.94,0.61,1.16,8.6,8.6,7.88,3.41,,8.12,100,0,15
01-May-1974,10.27,2.29,-1.04,-1.39,,,,-2.21,,,12.61,12.84,12.88,0.5,1,4.07,4.07,7.53,3.56,,8.73,100,0,15
01-Jun-1974,10.25,2.15,-0.88,-1.31,,,,-2.15,,,12.55,12.78,12.82,0.69,1.11,2.65,2.65,7.12,4.65,,8.45,100,0,15
01-Jul-1974,10.21,1.9,-1.06,-1.6,,,,-2.32,,,12.48,12.71,12.75,1.47,1.04,-0.58,-0.58,6.63,4.96,,8.61,100,0,15
01-Aug-1974,10.19,1.71,-1,-1.56,,,,-2.36,,,12.39,12.62,12.67,2.03,1.11,-4.15,-4.15,6.21,5.16,,8.75,100,0,15
01-Sep-1974,10.15,1.51,-0.8,-1.48,,,,-2.14,,,12.29,12.52,12.56,3.01,0.6,-7.79,-7.79,5.63,5.03,,9.44,100,0,15
01-Oct-1974,10.12,1.33,-0.79,-1.51,,,,-2.02,,,12.2,12.44,12.48,3.9,0.77,-7.88,-7.88,5.18,5.18,,8.16,100,0,15
01-Nov-1974,10.09,1.16,0.05,-0.81,,,,-1.48,,,12.13,12.37,12.41,4.78,0.74,-2.93,-2.93,4.86,5.29,,7.79,100,0,15
01-Dec-1974,10.05,0.73,1.04,0.01,,,,-0.83,5.59,5.59,12.06,12.29,12.33,5.62,0.11,-3.62,-3.62,4.18,5.48,,7.41,100,0,17
01-Jan-1975,9.99,0.21,0.96,-0.14,,,,-0.97,,,12,12.23,12.27,6.75,-0.17,-6.65,-6.65,3.29,4.39,,7.14,100,0,15
01-Feb-1975,9.93,-0.23,1.34,0.26,,,,-0.73,,,11.95,12.18,12.23,7.73,-0.27,-6.25,-6.25,2.45,4.45,,6.24,100,0,15
01-Mar-1975,9.88,-0.73,0.5,-0.5,,,,-1.38,,,11.92,12.14,12.19,9,0.16,-2.27,-2.27,1.68,4.42,,5.92,100,0,15
01-Apr-1975,9.83,-1.13,0.73,-0.34,,,,-1.32,,,11.9,12.12,12.17,10.28,0.34,-4.71,-4.71,1.09,4.1,,6.42,-100,0,15
01-May-1975,9.78,-1.49,1.42,0.3,,,,-0.78,,,11.9,12.12,12.16,11.49,0.57,-11.25,-11.25,0.44,4.36,,6.83,-100,0,15
01-Jun-1975,9.73,-1.86,1.63,0.45,,,,-0.59,,,11.91,12.14,12.18,12.49,1,-14.87,-14.87,-0.17,3.97,,6.11,-100,0,15
01-Jul-1975,9.68,-2.06,2.82,1.42,,,,-0.02,,,11.93,12.15,12.19,12.85,1.36,-12.58,-12.58,-0.69,3.51,,6.8,-100,0,15
01-Aug-1975,9.62,-2.36,3.44,1.96,,,,0.35,,,11.96,12.18,12.22,13.66,1.2,-15.22,-15.22,-1.49,2.85,,7.27,-100,0,15
01-Sep-1975,9.55,-2.71,4.71,3.04,,,,0.91,,,12.01,12.23,12.27,13.97,1.49,-16.81,-16.81,-2.3,2.54,,7.34,-100,0,15
01-Oct-1975,9.47,-3.16,5.21,3.53,,,,1.28,,,12.04,12.26,12.3,14.17,1.16,-21.98,-21.98,-3.31,1.29,,7.52,-100,0,15
01-Nov-1975,9.39,-3.61,4.46,3.03,,,,0.76,,,12.08,12.3,12.34,14.59,0.49,-11.12,-11.12,-4.32,0.77,,6.34,-100,0,15
01-Dec-1975,9.32,-3.93,5.6,4.3,,,,1.51,4.13,4.13,12.13,12.35,12.39,14.82,1.78,-11.18,-11.18,-5.11,0.11,,6.57,-100,0,17
01-Jan-1976,9.25,-4.15,4.45,3.41,,,,0.8,,,12.17,12.39,12.43,14.87,3.22,-9.33,-9.33,-5.84,-0.7,,6.13,-100,0,15
01-Feb-1976,9.19,-4.34,3.15,2.47,,,,0.1,,,12.2,12.43,12.47,14.75,3.09,-8.31,-8.31,-6.43,-1.19,,5.56,-100,0,15
01-Mar-1976,9.15,-4.32,2.6,2.18,,,,-0.19,,,12.23,12.46,12.5,14.59,3.69,3.75,3.75,-6.73,-1.36,,6.32,-100,0,15
01-Apr-1976,9.11,-4.35,2.3,2.1,,,,-0.4,,,12.24,12.48,12.51,14.47,2.96,5.75,5.75,-7.01,-1.61,,6.09,-100,0,15
01-May-1976,9.08,-4.22,1.24,1.28,,,,-1.14,,,12.25,12.48,12.52,14.27,4.06,2.59,2.59,-7.14,-1.76,,5.99,-100,0,15
01-Jun-1976,9.06,-3.75,0.93,1.22,,,,-1.24,,,12.25,12.48,12.52,14.09,4.8,3.36,3.36,-7.03,-1.81,,6.63,-100,0,15
01-Jul-1976,9.05,-3.3,0.75,1.31,,,,-1.28,,,12.27,12.5,12.54,14.22,4.88,7.97,7.97,-6.88,-1.74,,6.4,-100,0,15
01-Aug-1976,9.06,-2.69,1.55,2.25,,,,-0.76,,,12.29,12.52,12.56,14.35,7.8,-0.02,-0.02,-6.39,-1.54,,6.12,-100,0,15
01-Sep-1976,9.07,-2.19,1.69,2.53,,,,-0.55,,,12.32,12.55,12.59,14.42,9.05,-3.66,-3.66,-5.99,-1.32,,5.89,-100,0,15
01-Oct-1976,9.09,-1.57,1.34,2.26,,,,-0.51,,,12.34,12.57,12.61,14.58,12.22,-2.1,-2.1,-5.34,-0.94,,5.75,-100,0,15
01-Nov-1976,9.12,-0.92,1.68,2.57,,,,-0.06,,,12.35,12.58,12.62,14.69,11.94,-0.7,-0.7,-4.64,-0.56,,5.53,-100,0,15
01-Dec-1976,9.15,-0.29,2.09,2.95,,,,0.34,4.55,4.55,12.37,12.61,12.65,14.85,11.1,9.23,9.23,0,-0.02,,4.98,-100,0,17
01-Jan-1977,9.19,0.26,0.82,1.54,,,,-0.46,,,12.36,12.6,12.64,14.96,13.05,9.28,9.28,0,0.71,,4.93,-100,0,15
01-Feb-1977,9.23,0.76,0.69,1.18,,,,-0.48,,,12.35,12.59,12.63,15.2,10.91,12.36,12.36,0,1.18,,5.67,-100,0,15
01-Mar-1977,9.25,0.98,0.91,1.18,,,,-0.29,,,12.33,12.58,12.61,15.58,8.56,20.4,20.4,0,1.85,,5.55,-100,0,15
01-Apr-1977,9.27,1.11,1.05,1.1,,,,-0.19,,,12.32,12.56,12.6,15.99,7.66,10.37,10.37,0,2.21,,5.41,-100,0,15
01-May-1977,9.29,1.11,1.37,1.29,,,,0.08,,,12.3,12.55,12.59,16.35,7.57,12.2,12.2,0,2.36,,5.51,-100,0,15
01-Jun-1977,9.29,0.75,1.69,1.46,,,,0.35,,,12.29,12.54,12.58,16.76,6.26,13.08,13.08,0,2.66,,5.76,-100,0,15
01-Jul-1977,9.29,0.39,1.46,1.09,,,,0.08,,,12.27,12.53,12.57,17.08,5.79,7.19,7.19,0,2.6,,5.63,-100,0,15
01-Aug-1977,9.29,0.08,1.77,1.34,,,,0.34,,,12.25,12.52,12.55,17.3,5.86,10.01,10.01,0,2.75,,6.08,-100,0,15
01-Sep-1977,9.31,-0,1.55,1.06,,,,0.14,,,12.23,12.5,12.53,17.46,7.6,13.79,13.79,0.13,3.12,,6.23,-100,0,15
01-Oct-1977,9.33,0.06,1.75,1.19,,,,0.17,,,12.2,12.48,12.51,17.44,7.91,14.93,14.93,0.62,3.53,,6.51,-100,0,15
01-Nov-1977,9.34,0.05,2.01,1.34,,,,0.33,,,12.18,12.46,12.49,17.36,6.88,15.87,15.87,0.88,3.58,,6.92,-100,0,15
01-Dec-1977,9.34,0.07,1.57,0.84,,,,-0.02,5.92,5.92,12.15,12.44,12.47,17.27,6.45,16.85,16.85,1.08,4.15,,6.76,-100,0,17
01-Jan-1978,9.36,0.19,1.61,0.8,,,,-0.11,,,12.12,12.41,12.44,17.18,6.75,19.79,19.79,1.39,4.1,,6.89,-100,0,15
01-Feb-1978,9.35,0.13,1.83,1.04,,,,-0.02,,,12.08,12.38,12.41,17.06,4.8,16.88,16.88,1.47,3.61,,7.11,-100,0,15
01-Mar-1978,9.33,-0.01,1.81,1.03,,,,-0.07,,,12.06,12.36,12.39,16.97,4.05,13.43,13.43,1.4,3.29,,7.15,-100,0,15
01-Apr-1978,9.31,-0.16,1.94,1.16,,,,0.01,,,12.05,12.35,12.38,16.75,3.95,15.88,15.88,1.32,3.05,,7.26,-100,0,15
01-May-1978,9.29,-0.31,1.9,1.06,,,,-0.08,,,12.04,12.35,12.37,16.55,3.8,16.44,16.44,1.18,2.93,,7.52,-100,0,15
01-Jun-1978,9.27,-0.45,1.76,0.88,,,,-0.24,,,12.02,12.34,12.36,16.28,4.04,14.76,14.76,1.06,3.15,,7.78,-100,0,15
01-Jul-1978,9.25,-0.62,1.84,0.9,,,,-0.18,,,12.02,12.34,12.36,16,4.03,11.18,11.18,0.94,3.09,,8.18,-100,0,15
01-Aug-1978,9.22,-0.81,2.37,1.35,,,,0.2,,,12.03,12.36,12.38,15.61,3.67,10.66,10.66,0.79,2.84,,8.17,-100,0,15
01-Sep-1978,9.2,-1.12,2.47,1.37,,,,0.14,,,12.04,12.37,12.39,15.02,3.97,6.32,6.32,0.63,2.71,,8.24,-100,0,15
01-Oct-1978,9.16,-1.41,2.47,1.28,,,,-0.09,,,12.03,12.36,12.38,14.52,3.68,3.23,3.23,0.4,2.51,,8.62,-100,0,15
01-Nov-1978,9.13,-1.73,2.56,1.38,,,,-0.03,,,12.02,12.36,12.37,13.87,4.5,0.68,0.68,0.2,2.35,,9.49,-100,0,15
01-Dec-1978,9.1,-2.21,2.39,1.18,,,,-0.34,5.72,5.72,12.02,12.35,12.36,13.01,4.98,-1.61,-1.61,0.03,1.87,,9.69,-100,0,17
01-Jan-1979,9.07,-2.66,3.12,1.87,,,,0.03,,,12.03,12.37,12.37,12.04,4.58,-0.41,-0.41,0,1.62,,10.28,-100,0,15
01-Feb-1979,9.03,-3.08,3.08,1.89,,,,-0.17,,,12.03,12.38,12.38,11.09,5.08,0.68,0.68,0,1.43,,9.8,-100,0,15
01-Mar-1979,8.99,-3.39,3.17,2.06,,,,-0.15,,,12.05,12.39,12.39,10,5.88,-14.45,-14.45,0,1.25,,9.91,-100,0,15
01-Apr-1979,8.95,-3.63,2.43,1.45,,,,-0.66,,,12.05,12.39,12.4,8.96,6.19,-14.3,-14.3,0,1.05,,9.69,-100,0,15
01-May-1979,8.92,-3.73,2.26,1.32,,,,-0.68,,,12.04,12.39,12.39,8.03,6.78,-13.19,-13.19,0,0.74,,9.82,-100,0,15
01-Jun-1979,8.9,-3.72,2.58,1.66,,,,-0.44,,,12.05,12.39,12.39,7.35,7.14,-9.02,-9.02,0,0.73,,9.57,-100,0,15
01-Jul-1979,8.88,-3.68,2.54,1.6,,,,-0.59,,,12.05,12.39,12.39,6.66,7.31,-7.41,-7.41,0,0.69,,8.93,-100,0,15
01-Aug-1979,8.86,-3.69,1.68,0.74,,,,-1.21,,,12.05,12.39,12.39,6,7.38,-6.62,-6.62,0,0.66,,9.34,-100,0,15
01-Sep-1979,8.84,-3.47,1.59,0.62,,,,-1.35,,,12.05,12.39,12.39,5.38,8.23,-7.3,-7.3,0,0.77,,10.05,-100,0,15
01-Oct-1979,8.84,-3.28,0.78,-0.23,,,,-2.3,,,12.07,12.4,12.4,4.44,8.88,-9.25,-9.25,0,0.61,,10.48,-100,0,15
01-Nov-1979,8.83,-3.16,2.1,0.82,,,,-1.42,,,12.09,12.42,12.42,3.63,9.82,-12.3,-12.3,0,0.64,,12.31,-100,0,15
01-Dec-1979,8.81,-2.97,2.24,0.77,,,,-1.24,6.45,6.45,12.11,12.44,12.43,2.83,9.98,-19.14,-19.14,0,0.6,,11.28,-100,0,17
01-Jan-1980,8.79,-2.62,1.24,-0.33,,,,-2.03,,,12.13,12.46,12.45,2.17,10.42,-19.88,-19.88,0,0.47,,11.46,-100,0,15
01-Feb-1980,8.78,-2.15,0.16,-1.61,,,,-3.25,,,12.16,12.48,12.47,1.32,11.82,-20.75,-20.75,0,0.23,,11.89,100,0,15
01-Mar-1980,8.78,-1.71,0.32,-1.62,,,,-3.12,,,12.15,12.47,12.45,0.06,12.48,-17.31,-17.31,0,0.27,,14.51,100,0,15
01-Apr-1980,8.77,-1.31,2.27,0.19,,,,-1.25,,,12.15,12.46,12.44,-0.7,12.79,-14.87,-14.87,0,0.2,,15.01,100,0,15
01-May-1980,8.77,-0.92,3.31,1.12,,,,-0.43,,,12.16,12.47,12.45,-0.24,11.8,-12.74,-12.74,0,0.13,,10.51,100,0,15
01-Jun-1980,8.75,-0.66,3.43,1.2,,,,-0.29,,,12.17,12.47,12.45,0.47,10.61,-12.15,0,0,-0.01,,8.71,100,0,15
01-Jul-1980,8.73,-0.4,2.85,0.57,,,,-0.91,,,12.19,12.49,12.46,0.89,10.72,-11.71,0,0,-0.48,,8.52,100,0,15
01-Aug-1980,8.72,0.05,1.67,-0.59,,,,-1.91,,,12.2,12.49,12.46,1.15,11.04,-8.35,0,0,-0.7,,9.28,-100,0,15
01-Sep-1980,8.7,0.5,1.41,-0.89,,,,-2.13,,,12.22,12.51,12.47,1.27,9.43,-10.01,0,0,-0.94,,11.07,-100,0,15
01-Oct-1980,8.69,1.11,1.54,-0.94,,,,-2.32,,,12.26,12.53,12.5,1.24,9.61,-13.23,0.32,0,-1.08,,11.77,-100,0,15
01-Nov-1980,8.67,1.72,1.46,-0.98,,,,-2.4,,,12.3,12.57,12.54,0.6,10.65,-14.04,0.1,0,-0.59,,12.97,-100,0,15
01-Dec-1980,8.66,2.3,1.28,-1,,,,-2.23,5.03,5.03,12.33,12.59,12.57,-0.32,12.43,-17.41,0,0,-0.66,,14.15,-100,0,17
01-Jan-1981,8.66,2.91,0.72,-1.38,,,,-2.48,,,12.34,12.6,12.57,-1.14,12.09,-12.18,0,0,-0.78,,13.06,-100,0,15
01-Feb-1981,8.65,3.42,-0.42,-2.39,,,,-3.33,,,12.36,12.62,12.58,-1.64,11.13,-12.52,0,0,-0.56,,13.54,-100,0,15
01-Mar-1981,8.66,3.85,1.34,-0.76,,,,-2.09,,,12.41,12.67,12.63,-1.32,11.79,-8.56,0,0,-0.42,,13.67,-100,0,15
01-Apr-1981,8.64,4.08,0.73,-1.36,,,,-2.91,,,12.45,12.71,12.66,-1.53,11.47,-16.82,0,0,-0.18,,12.5,-100,0,15
01-May-1981,8.62,4.15,0.59,-1.16,,,,-2.69,,,12.48,12.73,12.68,-3.56,11.12,-18.36,0,0,-0.37,,14.4,-100,0,15
01-Jun-1981,8.61,4.18,-0.72,-2.11,,,,-3.62,,,12.5,12.75,12.7,-5.55,12.02,-3.14,0,0,-0.82,,14.27,-100,0,15
01-Jul-1981,8.61,4.23,-2.2,-3.41,,,,-4.82,,,12.51,12.76,12.7,-7.14,11.7,5.56,0,0,-0.82,,14.35,-100,0,15
01-Aug-1981,8.61,4.11,-3.39,-4.39,,,,-5.83,,,12.5,12.75,12.68,-8.52,11.67,5.3,0,0,-0.64,,15.47,100,0,15
01-Sep-1981,8.6,4.01,-4.19,-4.97,,,,-6.5,,,12.48,12.73,12.66,-9.22,10.71,4.19,2.51,0,-0.68,,16.19,100,0,15
01-Oct-1981,8.6,3.74,-3.39,-3.94,,,,-5.48,,,12.46,12.71,12.63,-9.25,10.69,-2.36,3.16,0,-0.8,,15.79,100,0,15
01-Nov-1981,8.61,3.52,-2.3,-2.77,,,,-4.26,,,12.44,12.69,12.6,-8.2,12.06,5.48,5.48,0.02,-0.72,,14.05,100,0,15
01-Dec-1981,8.62,3.44,-2.92,-3.33,,,,-5.12,5.73,5.73,12.42,12.67,12.57,-6.71,12.54,8.17,8.17,0.21,-0.72,,11.67,100,0,17
01-Jan-1982,8.63,3.14,-3,-3.34,,,,-5.45,,,12.39,12.65,12.54,-5.56,11.67,13.76,13.76,0.34,-1.01,,13.26,100,0,15
01-Feb-1982,8.63,2.77,-2.55,-2.7,,,,-5.29,,,12.36,12.61,12.5,-4.86,11.1,7.14,7.14,0.42,-1.08,,14.37,100,0,15
01-Mar-1982,8.63,2.4,-3.17,-3.17,,,,-5.76,,,12.32,12.57,12.45,-4.27,10.27,4.04,4.04,0.42,-1.35,,13.5,100,0,15
01-Apr-1982,8.64,2.36,-3.02,-2.86,,,,-5.5,,,12.29,12.54,12.41,-3.69,13.26,5.43,5.43,0.58,-1.19,,13.82,100,0,15
01-May-1982,8.66,2.37,-2.53,-2.37,,,,-5.21,,,12.25,12.5,12.37,-2.33,14.04,8.65,8.65,0.78,-0.78,,13.33,100,0,15
01-Jun-1982,8.66,2.39,-3.2,-3.03,,,,-5.93,,,12.21,12.46,12.32,-1.27,12.93,7.17,7.17,0.88,-0.36,,12.92,100,0,15
01-Jul-1982,8.66,2.35,-2.05,-1.84,,,,-5,,,12.17,12.41,12.27,0.07,11.36,7.03,7.03,0.93,-0.39,,13.9,100,0,15
01-Aug-1982,8.65,2.15,-1.16,-0.9,,,,-4.15,,,12.14,12.39,12.24,2.33,10.34,6.01,6.01,0.9,-0.27,,12.55,100,0,15
01-Sep-1982,8.63,1.79,1.1,1.46,,,,-2.47,,,12.13,12.38,12.23,4.23,9.7,5.58,5.58,0.85,-0.38,,11.14,100,0,15
01-Oct-1982,8.6,1.19,2.04,2.36,,,,-1.57,,,12.13,12.38,12.22,5.62,9.23,0.37,0.37,0.69,-0.5,,10.37,100,0,15
01-Nov-1982,8.57,0.73,1.66,2.01,,,,-1.86,,,12.14,12.38,12.22,6.15,8.64,-4.7,0,0.51,-0.74,,9.21,100,0,15
01-Dec-1982,8.53,0.31,2.02,2.41,,,,-1.56,4.9,4.9,12.15,12.39,12.23,6.67,7.7,-0.87,0,0.33,-1.16,,9.23,-100,0,17
01-Jan-1983,8.5,-0.16,2.29,2.73,,,,-1.81,,,12.17,12.42,12.25,7.45,8.19,1.9,1.9,0.17,-1.64,,8.84,-100,0,15
01-Feb-1983,8.46,-0.52,2.98,3.65,,,,-1.29,,,12.22,12.46,12.29,8.51,8.37,-7.1,0,0,-1.52,,8.95,-100,0,15
01-Mar-1983,8.43,-0.75,2.91,3.77,,,,-1.63,,,12.27,12.51,12.34,9.15,9.41,-9.29,-9.29,0,-1.51,,8.56,-100,0,15
01-Apr-1983,8.39,-1.05,2.46,3.51,,,,-1.83,,,12.33,12.57,12.4,9.85,8.58,-16.51,-16.51,0,-1.85,,9.22,-100,0,15
01-May-1983,8.35,-1.26,1.73,3.09,,,,-2.59,,,12.4,12.64,12.47,10.31,8.48,-17.5,-17.5,0,-1.72,,8.73,-100,0,15
01-Jun-1983,8.32,-1.43,2.15,3.98,,,,-2.59,,,12.49,12.73,12.55,10.54,9.11,-13.26,-13.26,0,-2.09,,9.28,-100,0,15
01-Jul-1983,8.27,-1.68,1.19,3.3,,,,-3.58,,,12.57,12.81,12.64,10.38,9.1,-17.89,-17.89,0,-2.27,,9.53,-100,0,15
01-Aug-1983,8.24,-1.87,0.75,3.07,,,,-4.02,,,12.63,12.87,12.69,9.37,9.86,-19.86,-19.86,0,-2.2,,10.24,-100,0,15
01-Sep-1983,8.2,-2.03,-0.2,2.08,,,,-4.27,,,12.68,12.92,12.75,8.41,9.9,-21.81,-21.81,0,-1.79,,10.29,-100,0,15
01-Oct-1983,8.19,-1.84,-1.52,0.76,,,,-5.17,,,12.71,12.95,12.77,7.79,12.65,-9.57,-9.57,0,-1.44,,9.67,-100,0,15
01-Nov-1983,8.19,-1.54,-2.03,0.35,,,,-5.44,,,12.73,12.97,12.8,7.42,12.46,-8.26,-8.26,0,-1.29,,9.61,-100,0,15
01-Dec-1983,8.19,-1.23,-2.53,-0.01,,,,-5.78,4.31,4.31,12.74,12.99,12.82,6.97,11.88,1.3,1.3,0,-1.09,,9.72,-100,0,17
01-Jan-1984,8.19,-0.86,-2.91,-0.25,,,,-5.81,,,12.75,13,12.83,6.56,11.82,4.43,4.43,0,-1.26,,9.95,-100,0,15
01-Feb-1984,8.21,-0.27,-3.48,-0.82,,,,-6.28,,,12.74,12.99,12.83,6.28,13.6,3.76,3.76,0,-1.09,,9.69,-100,0,15
01-Mar-1984,8.23,0.38,-4.31,-1.7,,,,-6.93,,,12.73,12.98,12.82,6.08,14.52,7.07,7.07,0,-0.91,,10.1,-100,0,15
01-Apr-1984,8.27,1.17,-4.94,-2.33,,,,-7.34,,,12.71,12.96,12.8,5.88,15.77,9.56,9.56,0,-0.39,,10.69,-100,0,15
01-May-1984,8.3,1.84,-6.31,-3.78,,,,-8.56,,,12.68,12.93,12.77,5.79,14.39,13.34,13.34,0,-0.26,,10.83,-100,0,15
01-Jun-1984,8.34,2.53,-6.31,-3.84,,,,-8.49,,,12.65,12.9,12.74,5.93,14.56,21.06,21.06,0.34,0.11,,11.86,-100,0,15
01-Jul-1984,8.4,3.38,-5.37,-2.92,,,,-7.49,,,12.63,12.87,12.72,6.03,16.73,21.76,21.76,0.84,0.25,,11.99,-100,0,15
01-Aug-1984,8.45,4.27,-4.89,-2.51,,,,-7.19,,,12.62,12.86,12.71,5.81,17.07,26.9,26.9,1.33,0.35,,11.61,-100,0,15
01-Sep-1984,8.5,4.94,-4.66,-2.45,,,,-6.92,,,12.6,12.85,12.69,5.54,17.12,24.56,24.56,1.77,0.62,,11.68,-100,0,15
01-Oct-1984,8.54,5.39,-3.86,-1.79,,,,-6.2,,,12.59,12.84,12.68,5.36,13.63,26.08,26.08,2.07,0.64,,11.24,-100,0,15
01-Nov-1984,8.55,5.68,-3.38,-1.43,,,,-5.89,,,12.58,12.82,12.67,5.48,11.29,26.75,26.75,2.26,0.2,,10.19,-100,0,15
01-Dec-1984,8.56,5.98,-3.16,-1.36,,,,-5.77,5.11,5.11,12.57,12.82,12.66,5.86,10.19,24.52,24.52,2.38,-0.01,,9.49,-100,0,17
01-Jan-1985,8.57,6.22,-2.74,-1.06,,,,-5.32,,,12.58,12.82,12.66,6.27,9.97,25.53,25.53,2.49,-0.01,,9.11,-100,0,15
01-Feb-1985,8.57,6.3,-2.73,-1.19,,,,-5.73,,,12.6,12.84,12.68,6.39,9.06,20.17,20.17,2.56,-0.43,,9.11,-100,0,15
01-Mar-1985,8.56,6.25,-2.22,-0.93,,,,-5.35,,,12.62,12.86,12.69,6.57,8.65,18.63,18.63,2.55,-0.55,,9.74,-100,0,15
